text,Symptom,Health Condition,Medicine,Specialist,Age,Dosage,Medical Procedure,target_specialist,modified_specialist,modified_sentence
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । অপারেশনের পর রক্তচাপ এমন হতে পারে , সতর্কতামুলক ভাবে সরাসরি রোগী দেখে চিকিত্সা প্রয়োজন যিনি অপারেশন করেছেন সেই specialist Doctor এর পরামর্শ নিন ধন্যবাদ",,,,specialist Doctor,,,,specialist Doctor,সার্জন,"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । অপারেশনের পর রক্তচাপ এমন হতে পারে , সতর্কতামুলক ভাবে সরাসরি রোগী দেখে চিকিত্সা প্রয়োজন যিনি অপারেশন করেছেন সেই সার্জন এর পরামর্শ নিন ধন্যবাদ"
Thanks for questioning daktarbhai . Please do to a ENT doctor check your Ear and then clean . . Don ' t touch now please . Thanks,,,,ENT doctor,,,,ENT doctor,otologist,Thanks for questioning daktarbhai . Please do to an otologist check your Ear and then clean . . Don ' t touch now please . Thanks
ধন্যবাদ আপনাকে প্রশ্নের জন্য । আপনার কাউন্সেলিং দরকার । একজন মনোরোগ বিশেষজ্ঞের পরামর্শ নিন । ধন্যবাদ,,,,মনোরোগ বিশেষজ্ঞের,,,,মনোরোগ বিশেষজ্ঞের,ক্লিনিক্যাল সাইকোলজিস্টের,ধন্যবাদ আপনাকে প্রশ্নের জন্য । আপনার কাউন্সেলিং দরকার । একজন ক্লিনিক্যাল সাইকোলজিস্টের পরামর্শ নিন । ধন্যবাদ
Thanks for questioning daktarbhai . ইউরিন জনিত সমস্যা কিডনী তে চলাতে পারে । আপনি ভালো মেডিসিন বিভাগের ডাক্তার দেখিয়ে নিয়ে ঔষধ ঠিক করে নিন । ধন্যবাদ,,ইউরিন জনিত সমস্যা,,মেডিসিন বিভাগের ডাক্তার,,,,মেডিসিন বিভাগের ডাক্তার,কিডনি বিশেষজ্ঞ,Thanks for questioning daktarbhai . ইউরিন জনিত সমস্যা কিডনী তে চলাতে পারে । আপনি ভালো কিডনি বিশেষজ্ঞ দেখিয়ে নিয়ে ঔষধ ঠিক করে নিন । ধন্যবাদ
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । এন্টিবায়োটিক ব্যাকটেরিয়া দ্বারা তৈরি রোগ এ কাজ করে । ভাইরাস জ্বরে কাজ করে না । আপনার জ্বর কেন হচ্ছে তা জানার জন্য রক্ত পরীক্ষা করা প্রয়োজন । আপনি CBC পরীক্ষা করিয়ে রিপোর্ট সহ একজন মেডিসিন বিশেষজ্ঞ ডাক্তার এর পরামর্শ নিন । আপাতত নাপা দুইটা করে তিন বেলা খান । পানি বেশি করে খান । গরম পানি দিয়ে শরীর মুছে দিন । ধন্যবাদ । ,,,এন্টিবায়োটিক | নাপা,মেডিসিন বিশেষজ্ঞ,,দুইটা করে তিন বেলা,রক্ত পরীক্ষা | CBC পরীক্ষা,মেডিসিন বিশেষজ্ঞ,সংক্রামক রোগ বিশেষজ্ঞ,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । এন্টিবায়োটিক ব্যাকটেরিয়া দ্বারা তৈরি রোগ এ কাজ করে । ভাইরাস জ্বরে কাজ করে না । আপনার জ্বর কেন হচ্ছে তা জানার জন্য রক্ত পরীক্ষা করা প্রয়োজন । আপনি CBC পরীক্ষা করিয়ে রিপোর্ট সহ একজন সংক্রামক রোগ বিশেষজ্ঞ ডাক্তার এর পরামর্শ নিন । আপাতত নাপা দুইটা করে তিন বেলা খান । পানি বেশি করে খান । গরম পানি দিয়ে শরীর মুছে দিন । ধন্যবাদ ।
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । দুশ্চিন্তা থেকে অনেকের হার্ট বিট বেড়ে যেতে পারে । কারো কোরো ক্ষেত্রে হার্ট বিট বাড়ার কোনো কারন পাওয়া যায় না । মেয়েদের স্বাভাবিক কারনেই অনেক সময় হার্ট গতি বাড়তে পারে । কিছু ঔষধ যেমন সালবিউটামল এ হার্টের গতি বেড়ে যায় । অনেক কারনেই হার্টের গতি বাড়ে । আপনি একজন ভাল মেডিসিন বিশেষজ্ঞ কে দেখান । রোগী না দেখে বা পরীক্ষা না করে সঠিক কারন বলা সম্ভব না । ধন্যবাদ,,,সালবিউটামল,মেডিসিন বিশেষজ্ঞ,,,,মেডিসিন বিশেষজ্ঞ,হৃদরোগ বিশেষজ্ঞ,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । দুশ্চিন্তা থেকে অনেকের হার্ট বিট বেড়ে যেতে পারে । কারো কোরো ক্ষেত্রে হার্ট বিট বাড়ার কোনো কারন পাওয়া যায় না । মেয়েদের স্বাভাবিক কারনেই অনেক সময় হার্ট গতি বাড়তে পারে । কিছু ঔষধ যেমন সালবিউটামল এ হার্টের গতি বেড়ে যায় । অনেক কারনেই হার্টের গতি বাড়ে । আপনি একজন ভাল হৃদরোগ বিশেষজ্ঞ কে দেখান । রোগী না দেখে বা পরীক্ষা না করে সঠিক কারন বলা সম্ভব না । ধন্যবাদ
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার সমস্যার জন্য আরো কিছু পরিক্ষা প্রয়োজন যেমন থাইরয়েড পরীক্ষা । আপনি একজন মেডিসিন বিশেষজ্ঞ কে দেখান । ধন্যবাদ,,,,একজন মেডিসিন বিশেষজ্ঞ,,,থাইরয়েড পরীক্ষা,একজন মেডিসিন বিশেষজ্ঞ,একজন হরমোন বিশেষজ্ঞ,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার সমস্যার জন্য আরো কিছু পরিক্ষা প্রয়োজন যেমন থাইরয়েড পরীক্ষা । আপনি একজন হরমোন বিশেষজ্ঞ কে দেখান । ধন্যবাদ
Thank you for asking Daktarbhai . Usually EPI vaccine start from BCG vaccine and followed by others vaccine as per vaccines schedule . Please consult with your nearest child specialist and make epi vaccine card and give vaccine according to the card . ,,,EPI vaccine | BCG vaccine | vaccine | epi vaccine | vaccine,child specialist,,,,child specialist,pediatrician,Thank you for asking Daktarbhai . Usually EPI vaccine start from BCG vaccine and followed by others vaccine as per vaccines schedule . Please consult with your nearest pediatrician and make epi vaccine card and give vaccine according to the card .
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । কান পরীক্ষা করতে হবে । কানের ডাক্তার দেখান । ধন্যবাদ । ,,,,কানের ডাক্তার,,,কান পরীক্ষা,কানের ডাক্তার,নাক-কান-গলা বিশেষজ্ঞ,ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । কান পরীক্ষা করতে হবে । নাক-কান-গলা বিশেষজ্ঞ দেখান । ধন্যবাদ ।
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । বাচ্চাকে এখনই দেওয়া যাবেনা , আপনি সরাসরি একজন Pediatrician এর পরামর্শ নিন ধন্যবাদ",,,,Pediatrician,,,,Pediatrician,শিশু বিশেষজ্ঞ,"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । বাচ্চাকে এখনই দেওয়া যাবেনা , আপনি সরাসরি একজন শিশু বিশেষজ্ঞ এর পরামর্শ নিন ধন্যবাদ"
amer vaginer age 3 years . kintu or shobshomoy thanda legei thake . 1 years er moddhe maximum 6 month thanda kashi legei thake onk doctor child specialist dekhaise kintu valo hochhe na . medicine joto din chole toto din valo thake . akhon er theke kivabe shustho howa jabe aktu janaben please . . ,thanda | thanda | kashi,,,child specialist,3,,,child specialist,pediatric pulmonologist,amer vaginer age 3 years . kintu or shobshomoy thanda legei thake . 1 years er moddhe maximum 6 month thanda kashi legei thake onk doctor pediatric pulmonologist dekhaise kintu valo hochhe na . medicine joto din chole toto din valo thake . akhon er theke kivabe shustho howa jabe aktu janaben please . .
ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । আপনি দ্রুত একজন গাইনোকলজিস্ট এর পরামর্শ নিন । ধন্যবাদ,,,,গাইনোকলজিস্ট,,,,গাইনোকলজিস্ট,অবস্টেট্রিশিয়ান,ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । আপনি দ্রুত একজন অবস্টেট্রিশিয়ান এর পরামর্শ নিন । ধন্যবাদ
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । এই অবস্হায় বাচ্চাকে সরাসরি না দেখে কিছু বলা ঠিক হবেনা , কিছু পরীক্ষার প্রয়োজন সরাসরি একজন Pediatricianএর সাথে যোগাযোগ করতে পারেন ধন্যবাদ । ",,,,Pediatricianএর,,,,Pediatricianএর,Neonatologist,"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । এই অবস্হায় বাচ্চাকে সরাসরি না দেখে কিছু বলা ঠিক হবেনা , কিছু পরীক্ষার প্রয়োজন সরাসরি একজন Neonatologistএর সাথে যোগাযোগ করতে পারেন ধন্যবাদ ।"
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি একজন চর্ম ডাক্তারের পরামর্শ নিশ্চিত হয়ে চিকিৎসা নিন । দাউদ হলে শুধু মলমে দাউদ কমবে না । ঔষধ খেতে হবে । চর্ম রোগ গুলো দেখতে খুব কাছাকাছি কিন্তু চিকিৎসা ভিন্ন । ধন্যবাদ,,দাউদ | দাউদ | চর্ম রোগ,,চর্ম ডাক্তারের,,,,চর্ম ডাক্তারের,সংক্রামক রোগ বিশেষজ্ঞের,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি একজন সংক্রামক রোগ বিশেষজ্ঞের পরামর্শ নিশ্চিত হয়ে চিকিৎসা নিন । দাউদ হলে শুধু মলমে দাউদ কমবে না । ঔষধ খেতে হবে । চর্ম রোগ গুলো দেখতে খুব কাছাকাছি কিন্তু চিকিৎসা ভিন্ন । ধন্যবাদ
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি ধুমপান করলে তা বন্ধ করেন । আপনার cough variant asthma থাকতে পারে । এর জন্য একজন রেসপিরেটরি মেডিসিন বিশেষজ্ঞ ডাক্তার এর পরামর্শ নিন । আদা , মধু গরম পানি খান । ধন্যবাদ । ",,cough variant asthma,,রেসপিরেটরি মেডিসিন বিশেষজ্ঞ,,,,রেসপিরেটরি মেডিসিন বিশেষজ্ঞ,বক্ষব্যাধি বিশেষজ্ঞ,"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি ধুমপান করলে তা বন্ধ করেন । আপনার cough variant asthma থাকতে পারে । এর জন্য একজন বক্ষব্যাধি বিশেষজ্ঞ ডাক্তার এর পরামর্শ নিন । আদা , মধু গরম পানি খান । ধন্যবাদ ।"
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার সমস্যা না দেখে বোঝা যাচ্ছে না । আপনি একজন নাক কান গলা রোগ বিশেষজ্ঞ চিকিৎসক কে দেখিয়ে নিশ্চিত হয়ে চিকিৎসা নিন । ধন্যবাদ । ,,,,নাক কান গলা রোগ বিশেষজ্ঞ চিকিৎসক,,,,নাক কান গলা রোগ বিশেষজ্ঞ চিকিৎসক,মাথা ও গলা রোগ বিশেষজ্ঞ চিকিৎসক,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার সমস্যা না দেখে বোঝা যাচ্ছে না । আপনি একজন মাথা ও গলা রোগ বিশেষজ্ঞ চিকিৎসক কে দেখিয়ে নিশ্চিত হয়ে চিকিৎসা নিন । ধন্যবাদ ।
"ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । প্রিয় গ্রাহক , আপনার রোগটির চিকিৎসার জন্য আরও বিস্তারিত তথ্য জানা দরকার । আপনি ডাক্তারভাই এপ্লিকেশন থেকে ' Video Call To A Doctor ' সার্ভিসটি ব্যবহার করে একজন গ্যাস্ট্রোএন্টেরোলজি বিশেষজ্ঞ ডাক্তারের এপয়েন্টমেন্ট নিয়ে ভিডিও কল এ কথা বলতে পারেন এবং ডাক্তারএর লেখা প্রেস্ক্রিপশন আপনি আপনার এপ্লিকেশন এ পেয়ে যাবেন । আরও বিস্তারিত জানতে < NUMBER > তে কল করুন । ধন্যবাদ । ",,,,গ্যাস্ট্রোএন্টেরোলজি বিশেষজ্ঞ,,,,গ্যাস্ট্রোএন্টেরোলজি বিশেষজ্ঞ,হেপাটোলজি বিশেষজ্ঞ,"ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । প্রিয় গ্রাহক , আপনার রোগটির চিকিৎসার জন্য আরও বিস্তারিত তথ্য জানা দরকার । আপনি ডাক্তারভাই এপ্লিকেশন থেকে ' Video Call To A Doctor ' সার্ভিসটি ব্যবহার করে একজন হেপাটোলজি বিশেষজ্ঞ ডাক্তারের এপয়েন্টমেন্ট নিয়ে ভিডিও কল এ কথা বলতে পারেন এবং ডাক্তারএর লেখা প্রেস্ক্রিপশন আপনি আপনার এপ্লিকেশন এ পেয়ে যাবেন । আরও বিস্তারিত জানতে < NUMBER > তে কল করুন । ধন্যবাদ ।"
"ব্রন সমস্যার স্থায়ী সমাধান কি ? চর্মরোগ বিশেষজ্ঞ কে দেখিয়েছিলাম , তার নির্দেশিত পন্থায় অস্থায়ী সমাধান পেলেও আশানুরূপ হয়নি , ব্রন এখন মাথায় / বুকেও দেখা যাচ্ছে । How will I get rid of this silent killer ! ",ব্রন এখন মাথায় / বুকেও দেখা যাচ্ছে,ব্রন,,চর্মরোগ বিশেষজ্ঞ,,,,চর্মরোগ বিশেষজ্ঞ,ত্বক বিশেষজ্ঞ,"ব্রন সমস্যার স্থায়ী সমাধান কি ? ত্বক বিশেষজ্ঞ কে দেখিয়েছিলাম , তার নির্দেশিত পন্থায় অস্থায়ী সমাধান পেলেও আশানুরূপ হয়নি , ব্রন এখন মাথায় / বুকেও দেখা যাচ্ছে । How will I get rid of this silent killer !"
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । কি ধরনের সমস্যা ? আপনি এই App এর ' Video Call To a Doctor ' সুবিধার মাধ্যমে একজন গাইনী বিশেষজ্ঞের সাথে যোগাযোগ করুন । আপনার সমস্যার সমাধানের পর প্রেসক্রিপশন আপনাকে পৌছে দেয়া হবে । ধন্যবাদ । ,,,,গাইনী বিশেষজ্ঞের,,,,গাইনী বিশেষজ্ঞের,প্রসূতি বিশেষজ্ঞের,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । কি ধরনের সমস্যা ? আপনি এই App এর ' Video Call To a Doctor ' সুবিধার মাধ্যমে একজন প্রসূতি বিশেষজ্ঞের সাথে যোগাযোগ করুন । আপনার সমস্যার সমাধানের পর প্রেসক্রিপশন আপনাকে পৌছে দেয়া হবে । ধন্যবাদ ।
ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । গর্ভাবস্থায় স্তনের আকার স্বাভাবিকের থেকে বড় হয় । পরবর্তীতে স্বাভাবিক আকারে ফিরে আসে । যদি মনে করেন স্বাভাবিকের থেকে বেশি ছোট হয়ে গেছে তাহলে endocrinologist এর পরামর্শ নিন । ,,গর্ভাবস্থায়,,endocrinologist,,,,endocrinologist,স্ত্রীরোগ বিশেষজ্ঞ,ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । গর্ভাবস্থায় স্তনের আকার স্বাভাবিকের থেকে বড় হয় । পরবর্তীতে স্বাভাবিক আকারে ফিরে আসে । যদি মনে করেন স্বাভাবিকের থেকে বেশি ছোট হয়ে গেছে তাহলে স্ত্রীরোগ বিশেষজ্ঞ এর পরামর্শ নিন ।
প্রশ্ন করার জন্য ধন্যবাদ । আপনার বাচ্চাকে একজন শিশু বিশেষজ্ঞ ডাক্তার দেখান কারণ না দেখে কেন এ ধরনের সমস্যা হচ্ছে বলা সম্ভব নয় । ধন্যবাদ । ,,,,শিশু বিশেষজ্ঞ,,,,শিশু বিশেষজ্ঞ,শিশু সার্জন,প্রশ্ন করার জন্য ধন্যবাদ । আপনার বাচ্চাকে একজন শিশু সার্জন ডাক্তার দেখান কারণ না দেখে কেন এ ধরনের সমস্যা হচ্ছে বলা সম্ভব নয় । ধন্যবাদ ।
ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । আপনার বাচ্চাকে শিশু বিশেষজ্ঞ ডাক্তার দেখান । ,,,,শিশু বিশেষজ্ঞ,,,,শিশু বিশেষজ্ঞ,নবজাতক বিশেষজ্ঞ,ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । আপনার বাচ্চাকে নবজাতক বিশেষজ্ঞ ডাক্তার দেখান ।
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । বমির জন্য ডমপেরিডন খেতে পারেন । প্যারাসিটামল খান । শরীর কুসুম গরম পানি দিয়ে মুছবেন জ্বর বেশি হলে । পানি বেশি করে পান করুন । একজন মেডিসিন ডাক্তারের পরামর্ষ নিন । ধন্যবাদ,বমির | জ্বর,,ডমপেরিডন | প্যারাসিটামল,মেডিসিন ডাক্তারের,,,,মেডিসিন ডাক্তারের,গ্যাস্ট্রোএন্টারোলজি বিশেষজ্ঞের,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । বমির জন্য ডমপেরিডন খেতে পারেন । প্যারাসিটামল খান । শরীর কুসুম গরম পানি দিয়ে মুছবেন জ্বর বেশি হলে । পানি বেশি করে পান করুন । একজন গ্যাস্ট্রোএন্টারোলজি বিশেষজ্ঞের পরামর্ষ নিন । ধন্যবাদ
ধন্যবাদ আপনাকে প্রশ্নের জন্য । এটা একটা কমন সমস্যা । সরাসরি মনরোগ বিশেষজ্ঞ এর পরামর্শ নিলে ভাল হবে । আপনার কাউন্সেলিং দরকার । ধন্যবাদ,,,,মনরোগ বিশেষজ্ঞ,,,,মনরোগ বিশেষজ্ঞ,ক্লিনিক্যাল সাইকোলজিস্ট,ধন্যবাদ আপনাকে প্রশ্নের জন্য । এটা একটা কমন সমস্যা । সরাসরি ক্লিনিক্যাল সাইকোলজিস্ট এর পরামর্শ নিলে ভাল হবে । আপনার কাউন্সেলিং দরকার । ধন্যবাদ
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । জ্বরের জন্য ১টা tab . Napa extra 500mg খান । যদি না কমে তাহলে ১টা supp . Napa Extra 500mg মলদ্বারে দিয়ে দিবেন । কালকে মেডিসিন বিশেযজ্ঞের সাথে যোগাযোগ করুন । ,জ্বরের,,tab . Napa extra 500mg | supp . Napa Extra 500mg,মেডিসিন বিশেযজ্ঞের,,১টা | ১টা,,মেডিসিন বিশেযজ্ঞের,সংক্রামক রোগ বিশেষজ্ঞের,ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । জ্বরের জন্য ১টা tab . Napa extra 500mg খান । যদি না কমে তাহলে ১টা supp . Napa Extra 500mg মলদ্বারে দিয়ে দিবেন । কালকে সংক্রামক রোগ বিশেষজ্ঞের সাথে যোগাযোগ করুন ।
ডাক্তার ভাই ‌কে প্রশ্ন করার জন্য ধন্যবাদ । ভালো কোনো গাইনি বিভাগের একজন ডাক্তার এর পরামর্শ নিন । টিউমার এর সাইজ দেখে ডিসিশন নিতে হবে । ধন্যবাদ । ,,টিউমার,,গাইনি বিভাগের একজন ডাক্তার,,,,গাইনি বিভাগের একজন ডাক্তার,গাইনি ক্যান্সার বিশেষজ্ঞ,ডাক্তার ভাই ‌কে প্রশ্ন করার জন্য ধন্যবাদ । ভালো কোনো গাইনি ক্যান্সার বিশেষজ্ঞ এর পরামর্শ নিন । টিউমার এর সাইজ দেখে ডিসিশন নিতে হবে । ধন্যবাদ ।
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি ডায়াবেটিস পরীক্ষা করুন । ভাল একজন চক্ষু বিশেষজ্ঞ কে দেখান । ধন্যবাদ,,,,চক্ষু বিশেষজ্ঞ,,,ডায়াবেটিস পরীক্ষা,চক্ষু বিশেষজ্ঞ,ডায়াবেটিস বিশেষজ্ঞ,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি ডায়াবেটিস পরীক্ষা করুন । ভাল একজন ডায়াবেটিস বিশেষজ্ঞ কে দেখান । ধন্যবাদ
ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । পায়খানা কষা থাকলে syp - Avolac ১ / ২ চামচ করে সকাল ও রাতে দিতে পারেন । পায়খানা নরম হলে বন্ধ রাখবেন । একজন শিশু বিশেষজ্ঞ চিকিৎসক এর পরামর্শ নিবেন । ,,,syp - Avolac,শিশু বিশেষজ্ঞ চিকিৎসক,,১ / ২ চামচ করে সকাল ও রাতে,,শিশু বিশেষজ্ঞ চিকিৎসক,গ্যাস্ট্রোএন্টারোলজিস্ট চিকিৎসক,ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । পায়খানা কষা থাকলে syp - Avolac ১ / ২ চামচ করে সকাল ও রাতে দিতে পারেন । পায়খানা নরম হলে বন্ধ রাখবেন । একজন গ্যাস্ট্রোএন্টারোলজিস্ট চিকিৎসক এর পরামর্শ নিবেন ।
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । মনে হচ্চে এটি একধরনের চর্ম রোগ হতে পারে । একজন চ চর্ম রোগের বিশেষজ্ঞের পরামর্শ নিতে পারেন । ধন্যবাদ,,,,চর্ম রোগের বিশেষজ্ঞের,,,,চর্ম রোগের বিশেষজ্ঞের,অ্যালার্জি বিশেষজ্ঞের,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । মনে হচ্চে এটি একধরনের চর্ম রোগ হতে পারে । একজন অ্যালার্জি বিশেষজ্ঞের পরামর্শ নিতে পারেন । ধন্যবাদ
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । আপনি কবে ডাক্তার দেখিয়েছেন উল্লেখ করেননি , বাচ্চার ইনফেকশন থেকে এমন হতে পারে । আপনিএকজন Pediatricianএর সাথে যোগাযোগ করুন ধন্যবাদ",,,,Pediatricianএর,,,,Pediatricianএর,Neonatologistএর,"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । আপনি কবে ডাক্তার দেখিয়েছেন উল্লেখ করেননি , বাচ্চার ইনফেকশন থেকে এমন হতে পারে । আপনিএকজন Neonatologistএর সাথে যোগাযোগ করুন ধন্যবাদ"
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি কয়েকদিন প্যারাসিটামল খেতে পারেন দুইবেলা খাবার পরে । গরম পানির সেক দিন । পানি বেশি করে খান । একজন রিউমাটোলোজিস্ট কে দেখিয়ে নিতে পারেন । ধন্যবফ,,,প্যারাসিটামল,রিউমাটোলোজিস্ট,,দুইবেলা,,রিউমাটোলোজিস্ট,অর্থোপেডিক বিশেষজ্ঞ,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি কয়েকদিন প্যারাসিটামল খেতে পারেন দুইবেলা খাবার পরে । গরম পানির সেক দিন । পানি বেশি করে খান । একজন অর্থোপেডিক বিশেষজ্ঞ কে দেখিয়ে নিতে পারেন । ধন্যবফ
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি গলা ব্যাথার জন্য গরম পানি , আদা , মধু খান । সর্দির জন্য ট্যাবলেট এলাট্রল ১০ মিলিগ্রাম রাতে একটা করে খেতে পারেন । একজন মেডিসিন ডাক্তার কে দেখাতে পারেন । ধন্যবাদ । ",,,ট্যাবলেট এলাট্রল ১০ মিলিগ্রাম,মেডিসিন ডাক্তার,,রাতে একটা,,মেডিসিন ডাক্তার,নাক-কান-গলা বিশেষজ্ঞ,"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি গলা ব্যাথার জন্য গরম পানি , আদা , মধু খান । সর্দির জন্য ট্যাবলেট এলাট্রল ১০ মিলিগ্রাম রাতে একটা করে খেতে পারেন । একজন নাক-কান-গলা বিশেষজ্ঞ কে দেখাতে পারেন । ধন্যবাদ ।"
Thank you for your question This is self resolving . Please consult with an ophthalmologist and act accordingly . You can use warm compress . Thank you,,,,ophthalmologist,,,,ophthalmologist,optometrist,Thank you for your question This is self resolving . Please consult with an optometrist and act accordingly . You can use warm compress . Thank you
Thank you for your question Look for any particle is there or not . Remove it . If no particle new tooth is growing or not please check . Do toothbrush two times regularly . Visit a dentist . Thank you,,,,dentist,,,,dentist,orthodontist,Thank you for your question Look for any particle is there or not . Remove it . If no particle new tooth is growing or not please check . Do toothbrush two times regularly . Visit a orthodontist . Thank you
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার কিছু পরীক্ষা করা প্রয়োজন । একজন মেডিসিন বিশেষজ্ঞ ডাক্তার এর পরামর্শ নিন । ধন্যবাদ । ,,,,মেডিসিন বিশেষজ্ঞ,,,,মেডিসিন বিশেষজ্ঞ,পারিবারিক চিকিৎসা বিশেষজ্ঞ,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার কিছু পরীক্ষা করা প্রয়োজন । একজন পারিবারিক চিকিৎসা বিশেষজ্ঞ ডাক্তার এর পরামর্শ নিন । ধন্যবাদ ।
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । আপনি অতি দ্রুত একজন চক্ষু বিশেষজ্ঞের পরামর্শ নিন । চোখে পরিষ্কার ঠান পানির ঝাপটা দিন । রোদে গেলে অবশ্যই রোদচশমা ব্যবহার করবেন । ধন্যবাদ,,,,চক্ষু বিশেষজ্ঞের,,,,চক্ষু বিশেষজ্ঞের,চক্ষু সার্জনের,ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । আপনি অতি দ্রুত একজন চক্ষু সার্জনের পরামর্শ নিন । চোখে পরিষ্কার ঠান পানির ঝাপটা দিন । রোদে গেলে অবশ্যই রোদচশমা ব্যবহার করবেন । ধন্যবাদ
প্রশ্ন করার জন্য ধন্যবাদ । বাচ্চার আরো কোন সমস্যা আছে কিনা তার বিস্তারিত তথ্য জানা প্রয়োজন । বাচ্চাকে একজন শিশু বিশেষজ্ঞ ডাক্তার দেখান । ধন্যবাদ । ,,,,শিশু বিশেষজ্ঞ,,,,শিশু বিশেষজ্ঞ,শিশু সার্জন,প্রশ্ন করার জন্য ধন্যবাদ । বাচ্চার আরো কোন সমস্যা আছে কিনা তার বিস্তারিত তথ্য জানা প্রয়োজন । বাচ্চাকে একজন শিশু সার্জন ডাক্তার দেখান । ধন্যবাদ ।
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার ঘুমের উল্টা পাল্টা হয়েছে কিনা তা লক্ষ করুন । ঠান্ডা পানির সেক দিন । যেহেতু বার বার হচ্ছে তাই একজন অর্থপেডিক্স বিশেষজ্ঞ চিকিৎসক কে দেখিয়ে নিতে পারেন । ধন্যবাদ । ,,,,অর্থপেডিক্স বিশেষজ্ঞ,,,,অর্থপেডিক্স বিশেষজ্ঞ,বাতরোগ বিশেষজ্ঞ,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার ঘুমের উল্টা পাল্টা হয়েছে কিনা তা লক্ষ করুন । ঠান্ডা পানির সেক দিন । যেহেতু বার বার হচ্ছে তাই একজন বাতরোগ বিশেষজ্ঞ চিকিৎসক কে দেখিয়ে নিতে পারেন । ধন্যবাদ ।
