text,Medicine,modified_text,correct_pair,incorrect_pair
"৪ দিন গত হয়ে গেল আমার ছেলের জ্বর ছাড়ছেই না এখন আবার কাশি শুরু হইছে । এখন পর্যন্ত নাপা সিরাপ খাওয়াছি অন্য কিছু খাওয়াই নাই । জ্বরে দিশেহারা হয়ে যাচ্ছে , কি করতে পারি ? ? ",নাপা সিরাপ,"৪ দিন গত হয়ে গেল আমার ছেলের জ্বর ছাড়ছেই না এখন আবার কাশি শুরু হইছে । এখন পর্যন্ত আইবুপ্রোফেন সিরাপ খাওয়াছি অন্য কিছু খাওয়াই নাই । জ্বরে দিশেহারা হয়ে যাচ্ছে , কি করতে পারি ? ?",1,1
Thanks for questioning daktarbhai . Tab . Riboflavin 1 + 1 + 1 kore oi jaygay lagaye rakhben for 5 days . Thanks,Tab . Riboflavin,Thanks for questioning daktarbhai . Tab . Thiamine 1 + 1 + 1 kore oi jaygay lagaye rakhben for 5 days . Thanks,1,0
"aslamolaikum . amr ammur golar porblm . jkkn nissas nicche , mne hosse badha pacche . mne hosse , cough jomme ace . r jedin panir kono kaj kre , oi problm aro bere jai . osud khawa hoise . . "" Biltin , montelak "" . R drop deya hoise "" Rynex "" . tao aram pacche nah . akkn ki kra jai janaben plz . ? ",Biltin | montelak | Rynex,"aslamolaikum . amr ammur golar porblm . jkkn nissas nicche , mne hosse badha pacche . mne hosse , cough jomme ace . r jedin panir kono kaj kre , oi problm aro bere jai . osud khawa hoise . . "" cetirizine , montelak "" . R drop deya hoise "" Rynex "" . tao aram pacche nah . akkn ki kra jai janaben plz . ?",1,0
Thank you for your question Please visit a medicine specialist as soon as possible and act accordingly . You need investigations to confirm the disease . Vertigo can be physiological also . You can take tab napa 500 and menthol balm on affected area when headache occurs . Thank you,tab napa 500 | menthol balm on,Thank you for your question Please visit a medicine specialist as soon as possible and act accordingly . You need investigations to confirm the disease . Vertigo can be physiological also . You can take tab ibuprofen 500 and menthol balm on affected area when headache occurs . Thank you,1,0
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । চুল পড়ার অন্যতম কারন রাত জাগা । আপনি রাত জাগা বন্ধ করুন । আপনি সিলেক্ট প্লাস শেম্পু দিয়ে সপ্তাহে দুই বার শ্যাম্পু করুন । একজন চর্ম রোগের ডাক্তার কে দেখিয়ে নিন । ধন্যবাদ,সিলেক্ট প্লাস শেম্পু,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । চুল পড়ার অন্যতম কারন রাত জাগা । আপনি রাত জাগা বন্ধ করুন । আপনি নিজোরাল শেম্পু দিয়ে সপ্তাহে দুই বার শ্যাম্পু করুন । একজন চর্ম রোগের ডাক্তার কে দেখিয়ে নিন । ধন্যবাদ,1,0
"Daktar bhai ke proshno korar jonno dhonnobad . Tab Ace 500 mg 1 + 0 + 1 , 3 days after food . 1 chamoch ada ar rosun blend halka gorom pani te niye 1 cup khaben . 10 days khaben in morning . Ghore mask porben . Thanks",Tab Ace 500 mg,"Daktar bhai ke proshno korar jonno dhonnobad . Tab Napa 500 mg 1 + 0 + 1 , 3 days after food . 1 chamoch ada ar rosun blend halka gorom pani te niye 1 cup khaben . 10 days khaben in morning . Ghore mask porben . Thanks",1,1
"ডাক্তার ভাই সালাম নিবেন , গুড়া কৃমির জন্য ভালো একটা ওষুধ সাজেশন করবেন । কয়েক মাস আগে কৃমির ওষুধ খেয়ে ছিলাম তার পরেও মলদ্বারে কৃমির অনুভব হচ্ছে",কৃমির ওষুধ,"ডাক্তার ভাই সালাম নিবেন , গুড়া কৃমির জন্য ভালো একটা ওষুধ সাজেশন করবেন । কয়েক মাস আগে অ্যালবেন্ডাজল খেয়ে ছিলাম তার পরেও মলদ্বারে কৃমির অনুভব হচ্ছে",1,1
আমার বয়স 17 বছর । পিরিয়ডের সময় অতিরিক্ত বেশি পেটেও মাজায় ব্যথা হয় । সাধারণ প্যারাসিটামলের ব্যথা কমেনা । এ সময় আমি কি ওষুধ খেতে পারি ? এলজিন 50 মিলিগ্রাম খেলে কি ক্ষতি হতে পারে ? ,প্যারাসিটামলের | এলজিন 50 মিলিগ্রাম,আমার বয়স 17 বছর । পিরিয়ডের সময় অতিরিক্ত বেশি পেটেও মাজায় ব্যথা হয় । সাধারণ আইবুপ্রোফেনের ব্যথা কমেনা । এ সময় আমি কি ওষুধ খেতে পারি ? এলজিন 50 মিলিগ্রাম খেলে কি ক্ষতি হতে পারে ?,0,0
আমার চুলকানীর জন্য এলসেট খাই কিন্তু বিকাল হতে ঔষধ খাবার পরও চুলকানী কমছে না । শুধু হাতে ( কব্জী হতে কনুই ) পর্যন্ত আর কোথাও না । এখন কি ঔষধ খাব ? ,এলসেট,আমার চুলকানীর জন্য সিটিরিজিন খাই কিন্তু বিকাল হতে ঔষধ খাবার পরও চুলকানী কমছে না । শুধু হাতে ( কব্জী হতে কনুই ) পর্যন্ত আর কোথাও না । এখন কি ঔষধ খাব ?,1,0
"আচ্ছা , নাপা খুব বেশি খেলে কি হার্টের কিংবা অন্য কোনো প্রবলেম হবে ? যেমন , আমার বাবা একটু শরীর ব্যথা , পিঠ ব্যথা কিংবা একটু জ্বর জ্বর ভাব হলেই নাপা খায় । গড়ে প্রায়ই প্রতিদিন ২ - ৩টা করে নাপা খাওয়া পরে । এতে কি পরবর্তীতে তার কোনো সমস্যা হবে ? ? ? বেশি নাপা ট্যবলেট খাওয়া কি খারাপ ? ",নাপা | নাপা খায় | নাপা ট্যবলেট,"আচ্ছা , প্যারাসিটামল খুব বেশি খেলে কি হার্টের কিংবা অন্য কোনো প্রবলেম হবে ? যেমন , আমার বাবা একটু শরীর ব্যথা , পিঠ ব্যথা কিংবা একটু জ্বর জ্বর ভাব হলেই নাপা খায় । গড়ে প্রায়ই প্রতিদিন ২ - ৩টা করে নাপা খাওয়া পরে । এতে কি পরবর্তীতে তার কোনো সমস্যা হবে ? ? ? বেশি নাপা ট্যবলেট খাওয়া কি খারাপ ?",1,1
"Sir , Amr baby boiyos 11 mas . Sir baby wait 9 - 10 kezir muto . Sir baby guto 5 din jabod 2 - 3 ber paikhana kore paikhaner aker jola bap are fosfose . Pet fola dekha jai . Baby ke khete gele bumi korer bap kore aber kukhono bumi kore . Flacol are motigut drop dessi kinto kuno kas hosse na . ekn ki kurbo sir . ",Flacol | motigut drop,"Sir , Amr baby boiyos 11 mas . Sir baby wait 9 - 10 kezir muto . Sir baby guto 5 din jabod 2 - 3 ber paikhana kore paikhaner aker jola bap are fosfose . Pet fola dekha jai . Baby ke khete gele bumi korer bap kore aber kukhono bumi kore . Simethicone are motigut drop dessi kinto kuno kas hosse na . ekn ki kurbo sir .",1,1
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । এন্টিবায়োটিক ব্যাকটেরিয়া দ্বারা তৈরি রোগ এ কাজ করে । ভাইরাস জ্বরে কাজ করে না । আপনার জ্বর কেন হচ্ছে তা জানার জন্য রক্ত পরীক্ষা করা প্রয়োজন । আপনি CBC পরীক্ষা করিয়ে রিপোর্ট সহ একজন মেডিসিন বিশেষজ্ঞ ডাক্তার এর পরামর্শ নিন । আপাতত নাপা দুইটা করে তিন বেলা খান । পানি বেশি করে খান । গরম পানি দিয়ে শরীর মুছে দিন । ধন্যবাদ । ,এন্টিবায়োটিক | নাপা,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । এন্টিবায়োটিক ব্যাকটেরিয়া দ্বারা তৈরি রোগ এ কাজ করে । ভাইরাস জ্বরে কাজ করে না । আপনার জ্বর কেন হচ্ছে তা জানার জন্য রক্ত পরীক্ষা করা প্রয়োজন । আপনি CBC পরীক্ষা করিয়ে রিপোর্ট সহ একজন মেডিসিন বিশেষজ্ঞ ডাক্তার এর পরামর্শ নিন । আপাতত প্যারাসিটামল দুইটা করে তিন বেলা খান । পানি বেশি করে খান । গরম পানি দিয়ে শরীর মুছে দিন । ধন্যবাদ ।,1,0
"আমার বিগত দুই যাবত জ্বর , এবং শরীর ব্যাথা , দুইদিন ধরে নাপা রেপিড খাচ্ছি , জ্বর কমে , আবার জ্বর আসে । ",নাপা রেপিড,"আমার বিগত দুই যাবত জ্বর , এবং শরীর ব্যাথা , দুইদিন ধরে আইবুপ্রোফেন খাচ্ছি , জ্বর কমে , আবার জ্বর আসে ।",1,0
"আমার wife Iui এর মাধ্যমে আট মাসের গর্ভবতী । প্রথম মাস থেকে Biofol 5 / Caloraye400 / Epic plus / Dupaston75 / Ecosprin75 / Inj Pragnill 5000সপ্তাহে করে মোট 24টা / Inj Paronix20 প্রতিদিন 1 টি করে 120টি চালিয়ে যাচ্ছে , এখন চেকআপের পর সারডোপা250 / বারবিট 30 / Duvadilan10 খেতে বলেন এত ঔষধ বাচ্চার জন্য অসুবিধা হবে ? ডাক্তার বলেছেন এর ‍‍প্ল‍্যাসেনটা নিচের দিকে . ",Biofol 5 | Caloraye400 | Epic plus | Dupaston75 | Ecosprin75 | Inj Pragnill 5000সপ্তাহে | Inj Paronix20 | সারডোপা250 | বারবিট 30 | Duvadilan10,"আমার wife Iui এর মাধ্যমে আট মাসের গর্ভবতী । প্রথম মাস থেকে Biofol 5 / Caloraye400 / Epic plus / প্রোজেস্টেরন 200 / Ecosprin75 / Inj Pragnill 5000সপ্তাহে করে মোট 24টা / Inj Paronix20 প্রতিদিন 1 টি করে 120টি চালিয়ে যাচ্ছে , এখন চেকআপের পর সারডোপা250 / বারবিট 30 / Duvadilan10 খেতে বলেন এত ঔষধ বাচ্চার জন্য অসুবিধা হবে ? ডাক্তার বলেছেন এর ‍‍প্ল‍্যাসেনটা নিচের দিকে .",1,1
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । দুশ্চিন্তা থেকে অনেকের হার্ট বিট বেড়ে যেতে পারে । কারো কোরো ক্ষেত্রে হার্ট বিট বাড়ার কোনো কারন পাওয়া যায় না । মেয়েদের স্বাভাবিক কারনেই অনেক সময় হার্ট গতি বাড়তে পারে । কিছু ঔষধ যেমন সালবিউটামল এ হার্টের গতি বেড়ে যায় । অনেক কারনেই হার্টের গতি বাড়ে । আপনি একজন ভাল মেডিসিন বিশেষজ্ঞ কে দেখান । রোগী না দেখে বা পরীক্ষা না করে সঠিক কারন বলা সম্ভব না । ধন্যবাদ,সালবিউটামল,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । দুশ্চিন্তা থেকে অনেকের হার্ট বিট বেড়ে যেতে পারে । কারো কোরো ক্ষেত্রে হার্ট বিট বাড়ার কোনো কারন পাওয়া যায় না । মেয়েদের স্বাভাবিক কারনেই অনেক সময় হার্ট গতি বাড়তে পারে । কিছু ঔষধ যেমন টারবিউটালিন এ হার্টের গতি বেড়ে যায় । অনেক কারনেই হার্টের গতি বাড়ে । আপনি একজন ভাল মেডিসিন বিশেষজ্ঞ কে দেখান । রোগী না দেখে বা পরীক্ষা না করে সঠিক কারন বলা সম্ভব না । ধন্যবাদ,1,0
Thank you for asking Daktarbhai . Usually EPI vaccine start from BCG vaccine and followed by others vaccine as per vaccines schedule . Please consult with your nearest child specialist and make epi vaccine card and give vaccine according to the card . ,EPI vaccine | BCG vaccine | vaccine | epi vaccine | vaccine,Thank you for asking Daktarbhai . Usually EPI vaccine start from Hepatitis B vaccine and followed by others vaccine as per vaccines schedule . Please consult with your nearest child specialist and make epi vaccine card and give vaccine according to the card .,1,1
আমার ছেলের বয়স ৪ বছর ৭ মাস গত ২৩ / ০৯ / ২২ ইং তারিখে ক্লিনিকে অপারেশন শিলাইয়ের মাধ্যমে সুন্নতে খাতনা দেয়া হয়েছে ঔষধ দিয়েছে cef 3 50ml সিরাপ ৭ দিন ও প‍্যারাসিটামল সিরাপ ৫ দিন দিয়েছিল তা তিন দিনে শেষ হয়ে গেছে এখন আবার সিরাপ নিয়ে এসে খাওবো ? এখন পযর্ন্ত পানি লাগানো হয়নি । পরবর্তী করনীয় কি এ বিষয়ে সুপরামর্শ চাচ্ছি ? ধন্যবাদ । ,cef 3 50ml সিরাপ | প‍্যারাসিটামল সিরাপ,আমার ছেলের বয়স ৪ বছর ৭ মাস গত ২৩ / ০৯ / ২২ ইং তারিখে ক্লিনিকে অপারেশন শিলাইয়ের মাধ্যমে সুন্নতে খাতনা দেয়া হয়েছে ঔষধ দিয়েছে cefpodoxime 50ml সিরাপ ৭ দিন ও প‍্যারাসিটামল সিরাপ ৫ দিন দিয়েছিল তা তিন দিনে শেষ হয়ে গেছে এখন আবার সিরাপ নিয়ে এসে খাওবো ? এখন পযর্ন্ত পানি লাগানো হয়নি । পরবর্তী করনীয় কি এ বিষয়ে সুপরামর্শ চাচ্ছি ? ধন্যবাদ ।,1,1
আমার বয়স ২৬ . ওজন ৬২ . . . ৩ টা রোগ আছে আমার । ১ . হাতের এবং পায়ের তালু প্রচুর ঘামে । প্রায় ১০ বছর হল ৷ ডাক্তার dricare lotion নিতে বলছে কোন কাজ হয়নি । ২ . চুল পাকছে ৪ - ৫ টা দাড়ি পাকছে ৭ - ৮ টা ৩ . চুল পড়তাছে ইদানিং বেশি । অনেক চুল পড়ে গেছে । সিরিয়াসলি পরামর্শ দিবেন । কেন এগুলা হচ্ছে । সঠিক চিকিৎসা কি । ৩ টা রোগ কি একই কারনে হচ্ছে BSMMU এই হসপিটাল এর একজন ডাক্তার এর নাম বলেন । আর কোন ক্লিনিক এ বসে ৷ ,dricare lotion,আমার বয়স ২৬ . ওজন ৬২ . . . ৩ টা রোগ আছে আমার । ১ . হাতের এবং পায়ের তালু প্রচুর ঘামে । প্রায় ১০ বছর হল ৷ ডাক্তার অ্যালুমিনিয়াম ক্লোরাইড লোশন নিতে বলছে কোন কাজ হয়নি । ২ . চুল পাকছে ৪ - ৫ টা দাড়ি পাকছে ৭ - ৮ টা ৩ . চুল পড়তাছে ইদানিং বেশি । অনেক চুল পড়ে গেছে । সিরিয়াসলি পরামর্শ দিবেন । কেন এগুলা হচ্ছে । সঠিক চিকিৎসা কি । ৩ টা রোগ কি একই কারনে হচ্ছে BSMMU এই হসপিটাল এর একজন ডাক্তার এর নাম বলেন । আর কোন ক্লিনিক এ বসে ৷,0,0
"ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । প্রত্যেকবার পাতলা পায়খানার পর ৫০০মিলি পানিতে ১ প্যাক ORS মিশিয়ে পান করুন । বেশি করে পানি , ডাবের পানি পান করবেন । পেট শক্ত করা খাবার জাউ ভাত , কাঁচা কলা ভর্তা , পেপে ভর্তা খাবেন । Tab Amodis 200mg - - 1 + 1 + 1 after meal for 3 days খেতে পারেন । ব্যথার জন্য Tab Napa Extend 665mg - - 1 + 1 + 1 after meal খেতে পারেন । লাভবান না হলে দ্রুত হাসপাতালে চলে যাবেন । ধন্যবাদ । ",ORS | Tab Amodis 200mg | Tab Napa Extend 665mg,"ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । প্রত্যেকবার পাতলা পায়খানার পর ৫০০মিলি পানিতে ১ প্যাক ORS মিশিয়ে পান করুন । বেশি করে পানি , ডাবের পানি পান করবেন । পেট শক্ত করা খাবার জাউ ভাত , কাঁচা কলা ভর্তা , পেপে ভর্তা খাবেন । Tab Flagyl 200mg - - 1 + 1 + 1 after meal for 3 days খেতে পারেন । ব্যথার জন্য Tab Napa Extend 665mg - - 1 + 1 + 1 after meal খেতে পারেন । লাভবান না হলে দ্রুত হাসপাতালে চলে যাবেন । ধন্যবাদ ।",1,1
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । সিরাপ সোলাস দিনে দুইবার এক চামচ করে খাওয়াতে পারেন তিন দিন । ধন্যবাদ,সিরাপ সোলাস,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । সিরাপ ব্রোমহেক্সিন দিনে দুইবার এক চামচ করে খাওয়াতে পারেন তিন দিন । ধন্যবাদ,1,1
"মেয়েটার বয়স আড়াই বছর । আজকে হঠাৎ করে প্রচন্ড সর্দি । বারে বারে হাচি দিচ্ছে এবং নাক ঝরছে । পানির মত তরল পদার্থ নাক দিয়ে বেশ বের হচ্ছে । গায়ে কোন জ্বর নেই । একটু পরামর্শ চাইছি । প্রাণচাঞ্চল্য অবশ্য আছে । ( বি : দ্র : একজন ডক্টর বন্ধু পরামর্শমতো বাসায় বোর্ডল লিভো , নাপা সিরাপ , Alarid সিরাপ সংগ্রহে রাখি ) ",বোর্ডল লিভো | নাপা সিরাপ | Alarid সিরাপ,"মেয়েটার বয়স আড়াই বছর । আজকে হঠাৎ করে প্রচন্ড সর্দি । বারে বারে হাচি দিচ্ছে এবং নাক ঝরছে । পানির মত তরল পদার্থ নাক দিয়ে বেশ বের হচ্ছে । গায়ে কোন জ্বর নেই । একটু পরামর্শ চাইছি । প্রাণচাঞ্চল্য অবশ্য আছে । ( বি : দ্র : একজন ডক্টর বন্ধু পরামর্শমতো বাসায় বোর্ডল লিভো , নাপা সিরাপ , সেটিরিজিন সিরাপ সংগ্রহে রাখি )",1,0
sep 2019 a Amar Sgpt and Sopt barcilo . onno sob riport normal cilo . b and c nagative . er por kome giasilo . dr bolsilo fatty liver ase . fibroscan cilo 7 . 1 abar pore amar sgpt ektu bere giacilo . akhon lockdown er modhe ki korbo bujte parci na . majhe majhe peter uporer dan dike halka detha hoy . allergy osud na kaile sorir chulkay . ami j medicine kassi ta holo - 1 . Obeticholic Acid 10 mg . ( Obeliva 10 ) 2 . Ursocol 300 . 3 . omega 3 4 . Provair 10 5 . Biltin . 6 . Rabeprazole 20 . 7 . colostral er osud akhon bondho raksi . akhon ki korbo,allergy osud | Obeticholic Acid 10 mg | Obeliva 10 | Ursocol 300 | omega 3 | Provair 10 | Biltin | Rabeprazole 20 | colostral er osud,sep 2019 a Amar Sgpt and Sopt barcilo . onno sob riport normal cilo . b and c nagative . er por kome giasilo . dr bolsilo fatty liver ase . fibroscan cilo 7 . 1 abar pore amar sgpt ektu bere giacilo . akhon lockdown er modhe ki korbo bujte parci na . majhe majhe peter uporer dan dike halka detha hoy . allergy osud na kaile sorir chulkay . ami j medicine kassi ta holo - 1 . Obeticholic Acid 10 mg . ( Obeliva 10 ) 2 . Ursocol 300 . 3 . omega 3 4 . Provair 10 5 . Biltin . 6 . Pantoprazole 20 . 7 . colostral er osud akhon bondho raksi . akhon ki korbo,1,1
I ' m 40 years old and have been having allergic problem . . . to response this problem I used to take cetrizine when it gets worst . . . and sometimes also take fexofenadine 180mg . . . . along with regular montilucust . . right now I ' m have problems with my left ear pain for last few days . . . . it seems my left ear is strucked . . . having discomfort while talking over phone through left ear . . . So which medicine I ' m to take . . . . thanks,cetrizine | fexofenadine 180mg | montilucust,I ' m 40 years old and have been having allergic problem . . . to response this problem I used to take loratadine when it gets worst . . . and sometimes also take fexofenadine 180mg . . . . along with regular montilucust . . right now I ' m have problems with my left ear pain for last few days . . . . it seems my left ear is strucked . . . having discomfort while talking over phone through left ear . . . So which medicine I ' m to take . . . . thanks,1,1
ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । আপনি Betaderm ointment দিনে ২ - ৩ বার করে মাসখানেক ব্যাবহার করে দেখতে পারেন । ,Betaderm ointment,ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । আপনি Betnovate ointment দিনে ২ - ৩ বার করে মাসখানেক ব্যাবহার করে দেখতে পারেন ।,1,1
"মাসিকের আগে পিল খেলে দেখা যাচ্ছে যে , মাসিক বন্ধ হয়ে যায় । একমাস গেপদিয়ে মাসিক হচ্ছে । এতে কোন ক্ষতি হবে ? বা করনিও কি ? ? ",পিল,"মাসিকের আগে জন্মনিয়ন্ত্রণ বড়ি খেলে দেখা যাচ্ছে যে , মাসিক বন্ধ হয়ে যায় । একমাস গেপদিয়ে মাসিক হচ্ছে । এতে কোন ক্ষতি হবে ? বা করনিও কি ? ?",1,1
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । ওরস্যালাইন খাওয়ান এবং তার সাথে tab , Racedot 100mg 1 + 1 + 1 , tab , Emistat 8mg 1 + 1 + 1 খাওয়ান । আস্তে আস্তে ঠিক হয়ে যাবে । ","ওরস্যালাইন | tab , Racedot 100mg | tab , Emistat 8mg","ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । ওরস্যালাইন খাওয়ান এবং তার সাথে tab , Racedot 100mg 1 + 1 + 1 , tab , Ondansetron 8mg 1 + 1 + 1 খাওয়ান । আস্তে আস্তে ঠিক হয়ে যাবে ।",1,0
"ডাক্তার ভাই এর সাথে থাকার জন্য ধন্যবাদ । ভ্যাক্সিন নেয়ার পর জ্বর , মাথা ব্যাথা স্বাভাবিক ভাবে হতে পারে । Rx , Tab Napa 500mg 2 + 2 + 2 - জ্বর ব্যাথা থাকলে , ভরা পেটে Suppository Napa 500mg - ১ স্টিক পায়খানার রাস্তায় দিবেন - জ্বর ১০২ ' এর বেশি থাকলে Tab Famotac 20mg 1 + 0 + 1 - খাবার আগে - ৩ দিন Tab Rivotril 0 . 5mg 0 + 0 + 1 - ঘুমে ব্যাঘাত হলে Advice : দিনে ২ . ৫ - ৩ লি পানি খাবেন Dr < NAME > Mbbs ( du ) ",ভ্যাক্সিন | Tab Napa 500mg | Suppository Napa 500mg | Tab Famotac 20mg | Tab Rivotril 0 . 5mg,"ডাক্তার ভাই এর সাথে থাকার জন্য ধন্যবাদ । ভ্যাক্সিন নেয়ার পর জ্বর , মাথা ব্যাথা স্বাভাবিক ভাবে হতে পারে । Rx , Tab Napa 500mg 2 + 2 + 2 - জ্বর ব্যাথা থাকলে , ভরা পেটে Suppository Napa 500mg - ১ স্টিক পায়খানার রাস্তায় দিবেন - জ্বর ১০২ ' এর বেশি থাকলে Tab Omeprazole 20mg 1 + 0 + 1 - খাবার আগে - ৩ দিন Tab Rivotril 0 . 5mg 0 + 0 + 1 - ঘুমে ব্যাঘাত হলে Advice : দিনে ২ . ৫ - ৩ লি পানি খাবেন Dr < NAME > Mbbs ( du )",1,1
১০ দিন পর থেকে জ্বর নেই । কিন্তু ১৩ - ১৪ তম দিনে ১ - ২ বার টেম্পারেচার ৯৯ - ৯৯ . ৪ পর্যন্ত উঠছে । আমাকে কি প্যারাসিটামল খেতে হবে ? যখন ৯৯ - ৯৯ . ৪ হয় তখন হালকা মাথা ব্যথা থাকে । আল্লাহর রহমতে আর কোন সমস্যা নাই । ,প্যারাসিটামল,১০ দিন পর থেকে জ্বর নেই । কিন্তু ১৩ - ১৪ তম দিনে ১ - ২ বার টেম্পারেচার ৯৯ - ৯৯ . ৪ পর্যন্ত উঠছে । আমাকে কি আইবুপ্রোফেন খেতে হবে ? যখন ৯৯ - ৯৯ . ৪ হয় তখন হালকা মাথা ব্যথা থাকে । আল্লাহর রহমতে আর কোন সমস্যা নাই ।,1,1
I had suffered from tuberculosis in 2010 and severe pneumonia in 2013 . Then in 2017 I suffered from Chikunguniya fever and was hospitalised for weeks . These three illness damaged my lungs . From mid 2017 I was suffering from respiratory problems which become severe . Initially I was given Azmasol & Seroxyn inhaler and Montene 10 which I am continuing till now . If I skip inhaler dose now I always feel discomfort . How often should I do checkup with my doctor and keep track of my lungs condition ? ,Azmasol | Seroxyn inhaler | Montene 10 | inhaler dose,I had suffered from tuberculosis in 2010 and severe pneumonia in 2013 . Then in 2017 I suffered from Chikunguniya fever and was hospitalised for weeks . These three illness damaged my lungs . From mid 2017 I was suffering from respiratory problems which become severe . Initially I was given Azmasol & Seroxyn inhaler and Singulair 10 which I am continuing till now . If I skip inhaler dose now I always feel discomfort . How often should I do checkup with my doctor and keep track of my lungs condition ?,1,1
"Thanks for questioning daktarbhai . Tab . Omidon 10mg 1 + 1 + 1 ( before meal ) for 5 days , Tab . Napa extend 665mg 1 + 1 + 1 after meal for 5 days . Thanks",Tab . Omidon 10mg | Tab . Napa extend 665mg,"Thanks for questioning daktarbhai . Tab . Metoclopramide 10mg 1 + 1 + 1 ( before meal ) for 5 days , Tab . Napa extend 665mg 1 + 1 + 1 after meal for 5 days . Thanks",1,0
"আমার স্ত্রীর ডান‌ ব্রেস্টটি‌ গতকাল থেকে চাকা বেধে ব্যথা করতেছে এবং আমার স্ত্রীর গায়ে একশ জ্বর আছে অন্য কোন উপসর্গ‌ নেই , 15 দিন আগে এই ব্রেষ্টের অন্য সাইট দিয়ে ব্যথা করেছিল তখনও হালকা জর ছিল , নাপা খাওয়ার পরে কমে গেছে । আমাদের এক বছর ২ মাস বয়সী একটা ছেলে আছে সে বুকের দুধ খায় , পরামর্শ চাচ্ছি কি করবো ? ? কাল রাতে নাপা খেয়েছে । ",নাপা | নাপা,"আমার স্ত্রীর ডান‌ ব্রেস্টটি‌ গতকাল থেকে চাকা বেধে ব্যথা করতেছে এবং আমার স্ত্রীর গায়ে একশ জ্বর আছে অন্য কোন উপসর্গ‌ নেই , 15 দিন আগে এই ব্রেষ্টের অন্য সাইট দিয়ে ব্যথা করেছিল তখনও হালকা জর ছিল , এইস খাওয়ার পরে কমে গেছে । আমাদের এক বছর ২ মাস বয়সী একটা ছেলে আছে সে বুকের দুধ খায় , পরামর্শ চাচ্ছি কি করবো ? ? কাল রাতে নাপা খেয়েছে ।",1,1
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি গলা ব্যাথার জন্য ট্যাবলেট নাপা ৫০০ মিলিগ্রাম খান । আদা , মধু , গরম পানি খান । ধন্যবাদ । ",ট্যাবলেট নাপা ৫০০ মিলিগ্রাম,"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি গলা ব্যাথার জন্য ট্যাবলেট আইবুপ্রোফেন ২০০ মিলিগ্রাম খান । আদা , মধু , গরম পানি খান । ধন্যবাদ ।",0,1
"ধন্যবাদ আপনার প্রশ্নের জন্য । মায়ের জন্য - এলারজি উদ্রেককারী খাবার , ধূলাবালি এড়িয়ে চলুন । ঠান্ডা লাগাবেন না । বেশি পানি খাবেন আর কাঁচা কলা খান । আর বাচ্চাকে হোমিওপ্যাথ ওষুধ দিবেন না । স্যালাইন চলুক সাথে বিকোজিন ২ . ৫ মিলি করে ২ বার । ধন্যবাদ",হোমিওপ্যাথ | স্যালাইন | বিকোজিন,"ধন্যবাদ আপনার প্রশ্নের জন্য । মায়ের জন্য - এলারজি উদ্রেককারী খাবার , ধূলাবালি এড়িয়ে চলুন । ঠান্ডা লাগাবেন না । বেশি পানি খাবেন আর কাঁচা কলা খান । আর বাচ্চাকে হোমিওপ্যাথ ওষুধ দিবেন না । ওআরএস চলুক সাথে বিকোজিন ২ . ৫ মিলি করে ২ বার । ধন্যবাদ",1,1
ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । Tab Napa 500 . 1 + 1 + 1 ( জ্বর গা ব্যথা মাথাব্যথার জন্য ) Tablet monas 10 . 0 + 0 + 1 . 10 days . Tab Xinc B . 1 + 0 + 1 . 15 days . Tab Ivera 6 mg . 2 + 0 + 1 . Today only . গরম পানি দিয়ে গার্গল করবেন দিনে চার থেকে পাঁচবার । ধন্যবাদ,Tab Napa 500 | Tablet monas 10 | Tab Xinc B | Tab Ivera 6 mg,ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । Tab Ace 500 . 1 + 1 + 1 ( জ্বর গা ব্যথা মাথাব্যথার জন্য ) Tablet monas 10 . 0 + 0 + 1 . 10 days . Tab Xinc B . 1 + 0 + 1 . 15 days . Tab Ivera 6 mg . 2 + 0 + 1 . Today only . গরম পানি দিয়ে গার্গল করবেন দিনে চার থেকে পাঁচবার । ধন্যবাদ,1,1
