text,Specialist,target_specialist,modified_specialist,modified_sentence,eval_target_specialist,correct_prediction,correct_raw_response,hallucinated_prediction,hallucinated_raw_response
ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । আপনি দ্রুত গাইনোকোলজিস্ট এর পরামর্শ নিন । ধন্যবাদ,গাইনোকোলজিস্ট,গাইনোকোলজিস্ট,প্রসূতি বিশেষজ্ঞ,ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । আপনি দ্রুত প্রসূতি বিশেষজ্ঞ এর পরামর্শ নিন । ধন্যবাদ,গাইনোকোলজিস্ট,0.0,"ANSWER: 0

The extracted entity ""গাইনোকোলজিস্ট"" (gynecologist) is present in the given text. Therefore, it is not hallucinated.",,"To determine whether the extracted medical entity ""গাইনোকোলজিস্ট"" (gynecologist) is hallucinated with respect to the given text, we need to carefully analyze the content of the text."
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি মনে হয় খুব দুশ্চিন্তা করে । আপনি দুশ্চিন্তা করবেন না । দিনে পরিশ্রম করুন । ব্যায়াম করুন । মন কে শান্ত রাখার চেষ্টা করুন । একজন মানসিক ডাক্তার এবং একজন মন রোগ কাউন্সিলর কে দেখাতে পারেন । ধন্যবাদ,মানসিক ডাক্তার | মন রোগ কাউন্সিলর,মানসিক ডাক্তার | মন রোগ কাউন্সিলর,মনোরোগ বিশেষজ্ঞ,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি মনে হয় খুব দুশ্চিন্তা করে । আপনি দুশ্চিন্তা করবেন না । দিনে পরিশ্রম করুন । ব্যায়াম করুন । মন কে শান্ত রাখার চেষ্টা করুন । একজন মনোরোগ বিশেষজ্ঞ এবং একজন মন রোগ কাউন্সিলর কে দেখাতে পারেন । ধন্যবাদ,মানসিক ডাক্তার | মন রোগ কাউন্সিলর,0.0,"ANSWER: 0

The extracted entities ""মানসিক ডাক্তার"" (mental health doctor) and ""মন রোগ কাউন্সিলর""",0.0,"ANSWER: 0

The extracted entities ""মানসিক ডাক্তার"" (মনোরোগ বিশেষজ্ঞ) and ""মন র"
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । চুল পরার অনেক কারন আছে যেমন খুশকি , হরমনের সমস্যা , থাইরয়েড সমস্যা , কিছু অভ্যাস যেমন চুল টানা , রক্তশুন্যতা ইত্যাদি কারন । আপনার কি সমস্যা আছে তা বের করার চেষ্টা করুন । একজন চর্মরোগ বিশেষজ্ঞ কে দেখান । ধন্যবাদ । ",চর্মরোগ বিশেষজ্ঞ,চর্মরোগ বিশেষজ্ঞ,এন্ডোক্রাইনোলজিস্ট,"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । চুল পরার অনেক কারন আছে যেমন খুশকি , হরমনের সমস্যা , থাইরয়েড সমস্যা , কিছু অভ্যাস যেমন চুল টানা , রক্তশুন্যতা ইত্যাদি কারন । আপনার কি সমস্যা আছে তা বের করার চেষ্টা করুন । একজন এন্ডোক্রাইনোলজিস্ট কে দেখান । ধন্যবাদ ।",চর্মরোগ বিশেষজ্ঞ,0.0,"ANSWER: 0

The extracted entity ""চর্মরোগ বিশেষজ্ঞ"" (Dermatologist) is mentioned in the given text. The text advises the reader to see a dermat",1.0,"ANSWER: 1

Explanation: The text mentions an endocrinologist (এন্ডোক্রাইনোলজিস্ট) but does not mention a dermatologist (চর্মর"
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি ডায়েটিং করতে পারেন । আলু , ভাত , রুটি , মিষ্টি , চিনি খাবেন না । একজন ডায়েটিসিয়ান কে দেখাতে পারেন । অফিসে থাকা অবস্থায় হালকা ব্যায়াম করা যায় , এমন ব্যায়াম করার চেষ্টা করুন । হাঁটার অভ্যাস করুন । ধন্যবাদ । ",ডায়েটিসিয়ান,ডায়েটিসিয়ান,পুষ্টিবিদ,"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি ডায়েটিং করতে পারেন । আলু , ভাত , রুটি , মিষ্টি , চিনি খাবেন না । একজন পুষ্টিবিদ কে দেখাতে পারেন । অফিসে থাকা অবস্থায় হালকা ব্যায়াম করা যায় , এমন ব্যায়াম করার চেষ্টা করুন । হাঁটার অভ্যাস করুন । ধন্যবাদ ।",ডায়েটিসিয়ান,0.0,"ANSWER: 0

The extracted entity ""ডায়েটিসিয়ান"" (dietitian) is mentioned in the given text. Therefore, it is not hallucinated.",,"The text mentions ""পুষ্টিবিদ"" which translates to ""nutritionist"" in English. The extracted entity ""ডায়েটিসিয়ান"" translates to ""dietitian"
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । Aristoderm cream দিনে ২ বেলা সকাল ও রাতে ৭ দিন । আশা করি কমে যাবে । না কমলে চর্ম রোগ বিশেষজ্ঞ চিকিৎসকের পরামর্শ নিতে হবে । ধন্যবাদ,চর্ম রোগ বিশেষজ্ঞ,চর্ম রোগ বিশেষজ্ঞ,অ্যালার্জি বিশেষজ্ঞ,ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । Aristoderm cream দিনে ২ বেলা সকাল ও রাতে ৭ দিন । আশা করি কমে যাবে । না কমলে অ্যালার্জি বিশেষজ্ঞ চিকিৎসকের পরামর্শ নিতে হবে । ধন্যবাদ,চর্ম রোগ বিশেষজ্ঞ,0.0,"ANSWER: 0

The extracted entity ""চর্ম রোগ বিশেষজ্ঞ"" (dermatologist) is mentioned in the given text. The text advises to consult a dermatologist if",1.0,"ANSWER: 1

The text mentions ""অ্যালার্জি বিশেষজ্ঞ চিকিৎসক"" (allergy specialist) and not ""চর্ম"
"ডাক্তার ভাই এর সাথে থাকার জন্য ধন্যবাদ । Rx , Suppository Glyssup - 1 stick P / R stat Dr < NAME > Mbbs",Dr < NAME > Mbbs,Dr < NAME > Mbbs,মেডিসিন বিশেষজ্ঞ,"ডাক্তার ভাই এর সাথে থাকার জন্য ধন্যবাদ । Rx , Suppository Glyssup - 1 stick P / R stat মেডিসিন বিশেষজ্ঞ",Dr < NAME > Mbbs,0.0,"ANSWER: 0

The extracted entity ""Dr < NAME > Mbbs"" is present in the given text. Therefore, it is not hallucinated.",1.0,"ANSWER: 1

The extracted entity ""Dr <NAME> Mbbs"" is not mentioned in the given text. The text only mentions ""ডাক্তার ভাই"" (Doctor Brother) and does not provide"
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি গরম পানির সেক দিন । এক্স - রেয় করা লাগতে পারে । একজন অর্থপেডিক্স ডাক্তারের পরামর্শ নিতে পারেন । ধন্যবাদ,অর্থপেডিক্স ডাক্তারের,অর্থপেডিক্স ডাক্তারের,ট্রমা সার্জনের,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি গরম পানির সেক দিন । এক্স - রেয় করা লাগতে পারে । একজন ট্রমা সার্জনের পরামর্শ নিতে পারেন । ধন্যবাদ,অর্থপেডিক্স ডাক্তারের,0.0,"ANSWER: 0

The extracted entity ""অর্থপেডিক্স ডাক্তারের"" is mentioned in the given text. Therefore, it is not hallucinated.",1.0,"ANSWER: 1

The text mentions a ""ট্রমা সার্জন"" (trauma surgeon) but does not mention an ""অর্থপেডিক্স ডাক"
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । এই সমস্যা গুরুতর । আপনি একজন শিশু বিশেষজ্ঞের সাথে সরাসরি যোগাযোগ করুন । ধন্যবাদ । ,শিশু বিশেষজ্ঞের,শিশু বিশেষজ্ঞের,নবজাতক বিশেষজ্ঞের,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । এই সমস্যা গুরুতর । আপনি একজন নবজাতক বিশেষজ্ঞের সাথে সরাসরি যোগাযোগ করুন । ধন্যবাদ ।,শিশু বিশেষজ্ঞের,0.0,"ANSWER: 0

The extracted entity ""শিশু বিশেষজ্ঞের"" (child specialist) is present in the given text. Therefore, it is not hallucinated.",,"To determine whether the extracted medical entity ""শিশু বিশেষজ্ঞের"" is hallucinated with respect to the given text, we need to check if the term ""শিশু ব"
ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । ব্যথার জন্য Tab Tory 90 1 টি করে ট্যাবলেট তিন থেকে পাঁচ দিন খেতে পারেন এবং মাড়ি ফোলার জন্য অবশ্য ডেন্টিস্ট পরামর্শ নিন । দাঁত পরীক্ষা করে ওই হিসেবে উনি ওষুধ দিয়ে দেবেন । ধন্যবাদ,ডেন্টিস্ট,ডেন্টিস্ট,মাড়ির রোগ বিশেষজ্ঞ,ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । ব্যথার জন্য Tab Tory 90 1 টি করে ট্যাবলেট তিন থেকে পাঁচ দিন খেতে পারেন এবং মাড়ি ফোলার জন্য অবশ্য মাড়ির রোগ বিশেষজ্ঞ পরামর্শ নিন । দাঁত পরীক্ষা করে ওই হিসেবে উনি ওষুধ দিয়ে দেবেন । ধন্যবাদ,ডেন্টিস্ট,0.0,"ANSWER: 0

The extracted entity ""ডেন্টিস্ট"" (dentist) is mentioned in the given text. The text advises the person to consult a dentist for the swollen gums, which confirms that the entity",1.0,"ANSWER: 1

Explanation: The text mentions ""মাড়ির রোগ বিশেষজ্ঞ"" which translates to ""jaw disease specialist"" or ""oral surgeon"" in English,"
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি একজন গাইনি ডাক্তার কে দেখান । প্রেগন্যান্সির অবস্থায় বেশি ঔষধ খাওয়া যায় না । ধন্যবাদ,গাইনি ডাক্তার,গাইনি ডাক্তার,প্রসূতি বিশেষজ্ঞ,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি একজন প্রসূতি বিশেষজ্ঞ কে দেখান । প্রেগন্যান্সির অবস্থায় বেশি ঔষধ খাওয়া যায় না । ধন্যবাদ,গাইনি ডাক্তার,0.0,"ANSWER: 0

The extracted entity ""গাইনি ডাক্তার"" (gynecologist) is mentioned in the given text. Therefore, it is not hallucinated.",0.0,"ANSWER: 0

The text mentions ""প্রসূতি বিশেষজ্ঞ"" which translates to ""obstetrician"" or ""gynecologist"" in English. The extracted entity """
"psychiatrist ডাক্তারের সাথে যোগাযোগের ব্যবস্থা করে দেন স্যার , , , কিভাবে জোগাজোগ করতে পারব পরামর্শ দেন স্যার",psychiatrist,psychiatrist,psychologist,"psychologist ডাক্তারের সাথে যোগাযোগের ব্যবস্থা করে দেন স্যার , , , কিভাবে জোগাজোগ করতে পারব পরামর্শ দেন স্যার",psychiatrist,0.0,"ANSWER: 0

The text mentions ""psychiatrist"" (ডাক্তার) in the context of arranging communication with a doctor. The extracted entity ""psychiatrist"" is not hallucinated and is accurately reflected in",1.0,"ANSWER: 1

Explanation: The text mentions ""psychologist"" (প্সাইকোলজিস্ট), but the extracted entity is ""psychiatrist."" These are two different medical professionals, and the"
"sir , amake urologist doctor rgu + mcu test korte bolecen . is it very painful ? ",urologist,urologist,nephrologist,"sir , amake nephrologist doctor rgu + mcu test korte bolecen . is it very painful ?",urologist,0.0,"ANSWER: 0

The extracted entity ""urologist"" is mentioned in the given text: ""amake urologist doctor rgu + mcu test korte bolecen."" Therefore, the entity is not hallucinated.",1.0,"ANSWER: 1

The text mentions a ""nephrologist,"" not a ""urologist."" Therefore, the extracted entity ""urologist"" is hallucinated."
"Hello sir , I am a patient of schizophrenia . I regularly take sedil , , perkinil , , tiapine50mg as prescribed by an experienced physician . Now I am facing few problems as indecisions , premature ijaculation , hyper tensions and so many . What should I do ? I have been suffering from this deases since 2008 . Help me sir . ",physician,physician,psychiatrist,"Hello sir , I am a patient of schizophrenia . I regularly take sedil , , perkinil , , tiapine50mg as prescribed by an experienced psychiatrist . Now I am facing few problems as indecisions , premature ijaculation , hyper tensions and so many . What should I do ? I have been suffering from this deases since 2008 . Help me sir .",physician,0.0,"ANSWER: 0

The text mentions that the patient is taking medications as prescribed by an experienced physician, which confirms the presence of a physician in the context. Therefore, the extracted entity ""physician"" is not hallucinated.",1.0,"ANSWER: 1

The text mentions a ""psychiatrist"" but does not mention a ""physician."" Therefore, the extracted entity ""physician"" is hallucinated."
Thank you for your question Yes she can . Inform the vaccine center also if she is breast feeding the baby . Thank you,vaccine center,vaccine center,pediatrician,Thank you for your question Yes she can . Inform the pediatrician also if she is breast feeding the baby . Thank you,vaccine center,0.0,"ANSWER: 0

The extracted entity ""vaccine center"" is mentioned in the given text, so it is not hallucinated.",1.0,"ANSWER: 1

The text does not mention a ""vaccine center"" or anything related to it. The extracted entity is hallucinated."
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । এটা বংশগত হতে পারে । একজন চর্ম রোগ বিশেষজ্ঞ কে দেখান । ধন্যবাদ । ,চর্ম রোগ বিশেষজ্ঞ,চর্ম রোগ বিশেষজ্ঞ,অ্যালার্জি বিশেষজ্ঞ,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । এটা বংশগত হতে পারে । একজন অ্যালার্জি বিশেষজ্ঞ কে দেখান । ধন্যবাদ ।,চর্ম রোগ বিশেষজ্ঞ,0.0,"ANSWER: 0

The extracted entity ""চর্ম রোগ বিশেষজ্ঞ"" (dermatologist) is present in the given text. Therefore, it is not hallucinated.",1.0,"ANSWER: 1

The text mentions ""অ্যালার্জি বিশেষজ্ঞ"" (allergy specialist) but the extracted entity is ""চর্ম রোগ"
Thanks for your question . measure your blood pressure . try to reduce your weight . you can consult with a nutritionist via this app . thanks,nutritionist,nutritionist,dietitian,Thanks for your question . measure your blood pressure . try to reduce your weight . you can consult with a dietitian via this app . thanks,nutritionist,0.0,"ANSWER: 0

The extracted entity ""nutritionist"" is mentioned in the given text: ""you can consult with a nutritionist via this app."" Therefore, it is not hallucinated.",1.0,"ANSWER: 1

The text mentions a ""dietitian"" but not a ""nutritionist."" While dietitians and nutritionists can have overlapping roles, they are distinct professions. Therefore, the extracted entity ""nutritionist"" is hallucinated"
"অনেক বেশি এ্যাজমা সমস্যা , এজন্য আমি একজন এ্যাজমা Expert ( ডাক্তার ) দেখাতে চাই , শেখ ফজিলাতুন্নেছা হাসপাতালের একজন Expert এর নাম জানতে চাই",এ্যাজমা Expert,এ্যাজমা Expert,বক্ষব্যাধি বিশেষজ্ঞ,"অনেক বেশি এ্যাজমা সমস্যা , এজন্য আমি একজন বক্ষব্যাধি বিশেষজ্ঞ ( ডাক্তার ) দেখাতে চাই , শেখ ফজিলাতুন্নেছা হাসপাতালের একজন Expert এর নাম জানতে চাই",এ্যাজমা Expert,0.0,"ANSWER: 0

The extracted entity ""এ্যাজমা Expert"" is not hallucinated. The text mentions that the person wants to see an ""এ্যাজমা Expert"" (asthma expert) and",0.0,"ANSWER: 0

The extracted entity ""এ্যাজমা Expert"" is not hallucinated. The text mentions ""অনেক বেশি এ্যাজমা সমস"
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ জ্বী খেতে পারবেন আপনি একজন Medicine বিশেষজ্ঞ চিকিৎসকের পরামর্শ নিতে পারেন ধন্যবাদ । ,Medicine বিশেষজ্ঞ,Medicine বিশেষজ্ঞ,অভ্যন্তরীণ রোগ বিশেষজ্ঞ,ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ জ্বী খেতে পারবেন আপনি একজন অভ্যন্তরীণ রোগ বিশেষজ্ঞ চিকিৎসকের পরামর্শ নিতে পারেন ধন্যবাদ ।,Medicine বিশেষজ্ঞ,0.0,"ANSWER: 0

The extracted entity ""Medicine বিশেষজ্ঞ"" (Medicine specialist) is present in the given text. The text mentions ""একজন Medicine বিশেষজ",,"To determine whether the extracted medical entity ""Medicine বিশেষজ্ঞ"" is hallucinated with respect to the given text, we need to carefully analyze the text and the extracted entity.

The text in Bengali translates to:"
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ এই অবস্হায় সরাসরি না দেখে ঔষধ দেওয়া ঠিক হবেনা , এতে সমস্যা আরও বাড়তে পারে । আপাতত Norsol Nasal drop দুই নাকে ২ ফোটা করে ব্যাবহার করতে পারেন আপনি একজন Pediatrician এর পরামর্শ নিন ধন্যবাদ",Pediatrician,Pediatrician,নাক-কান-গলা বিশেষজ্ঞ,"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ এই অবস্হায় সরাসরি না দেখে ঔষধ দেওয়া ঠিক হবেনা , এতে সমস্যা আরও বাড়তে পারে । আপাতত Norsol Nasal drop দুই নাকে ২ ফোটা করে ব্যাবহার করতে পারেন আপনি একজন নাক-কান-গলা বিশেষজ্ঞ এর পরামর্শ নিন ধন্যবাদ",Pediatrician,0.0,"ANSWER: 0

The extracted entity ""Pediatrician"" is mentioned in the given text. The text advises the person to consult a Pediatrician, which confirms that the entity is not hallucinated.",1.0,"ANSWER: 1

The text mentions a ""নাক-কান-গলা বিশেষজ্ঞ"" (ENT specialist) and does not mention a pediatrician. Therefore, the extracted entity """
Thanks for your question . consult with our nutritionist . you will be provided a diet chart and some rules . thanks,nutritionist,nutritionist,dietitian,Thanks for your question . consult with our dietitian . you will be provided a diet chart and some rules . thanks,nutritionist,0.0,"ANSWER: 0

The extracted entity ""nutritionist"" is mentioned in the given text, so it is not hallucinated.",1.0,"ANSWER: 1

The text mentions a ""dietitian,"" not a ""nutritionist."" While dietitians and nutritionists have overlapping roles, they are distinct professions. Therefore, the extracted entity ""nutritionist"" is hallucinated with respect"
Thank you for your question This is a symptom of diabetes or prostate enlargement . If consult with a medicine specialist and act accordingly Thank you,medicine specialist,medicine specialist,endocrinologist,Thank you for your question This is a symptom of diabetes or prostate enlargement . If consult with an endocrinologist and act accordingly Thank you,medicine specialist,0.0,"ANSWER: 0

The extracted entity ""medicine specialist"" is mentioned in the given text, so it is not hallucinated.",1.0,"ANSWER: 1

The extracted entity ""medicine specialist"" is not mentioned in the given text. The text specifically mentions consulting with an endocrinologist, not a general medicine specialist. Therefore, the extracted entity is hallucinated."
"ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । বাচ্চাকে সহজ পাচ্য এবং হাই - ফাইবারযুক্ত খাবার খাওয়াবেন যেমন , কলা , ওটমিল , দুধ , আলু সিদ্ধ , ফল - সবজী এগুলো । প্রয়োজনের থেকে বেশী খাবার খাওয়াবেন না । লক্ষ্য রাখবেন বাচ্চা যেন পর্যাপ্ত পানি পান করে । কোষ্ঠকাঠিন্যর জন্য Syp Osmolax 1 TSF 2 times daily after meal এ ঔষধটি দিতে পারেন । যেহেতু বাচ্চা পেট ব্যথার কথা বলে অবশ্যই Paediatrics Specialist Doctor দেখিয়ে পরামর্শ নিয়ে নিবেন । ধন্যবাদ । ",Paediatrics Specialist,Paediatrics Specialist,Paediatric Gastroenterologist,"ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । বাচ্চাকে সহজ পাচ্য এবং হাই - ফাইবারযুক্ত খাবার খাওয়াবেন যেমন , কলা , ওটমিল , দুধ , আলু সিদ্ধ , ফল - সবজী এগুলো । প্রয়োজনের থেকে বেশী খাবার খাওয়াবেন না । লক্ষ্য রাখবেন বাচ্চা যেন পর্যাপ্ত পানি পান করে । কোষ্ঠকাঠিন্যর জন্য Syp Osmolax 1 TSF 2 times daily after meal এ ঔষধটি দিতে পারেন । যেহেতু বাচ্চা পেট ব্যথার কথা বলে অবশ্যই Paediatric Gastroenterologist Doctor দেখিয়ে পরামর্শ নিয়ে নিবেন । ধন্যবাদ ।",Paediatrics Specialist,0.0,"ANSWER: 0

The extracted entity ""Paediatrics Specialist"" is mentioned in the text. The text advises to consult a Paediatrics Specialist Doctor for the child's abdominal pain, which confirms that the entity is not hallucinated.",,"The extracted entity ""Paediatrics Specialist"" is not explicitly mentioned in the given text. The text specifically mentions ""Paediatric Gastroenterologist Doctor,"" which is a more specialized type of pediatrician. Therefore, the extracted entity is hallucinated"
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । Neuromedicine doctor দেখান । ধন্যবাদ । ,Neuromedicine doctor,Neuromedicine doctor,Neurologist,ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । Neurologist দেখান । ধন্যবাদ ।,Neuromedicine doctor,0.0,"ANSWER: 0

The extracted entity ""Neuromedicine doctor"" is mentioned in the given text. Therefore, it is not hallucinated.",1.0,"ANSWER: 1

Explanation: The text mentions ""Neurologist"" (নিউরোলজিস্ট), which refers to a doctor specializing in neurology. The extracted entity ""Neuromedicine doctor"
ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । নিকটতম হাসপাতালে অথবা গাইনি বিশেষজ্ঞ চিকিৎসক এর চেম্বারে যোগাযোগ করবেন । । । বমির জন্য tab - emistat 8 mg 1 + 1 + 1 বমি হলে দিতে পারেন । । । ,গাইনি বিশেষজ্ঞ,গাইনি বিশেষজ্ঞ,প্রসূতি বিশেষজ্ঞ,ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । নিকটতম হাসপাতালে অথবা প্রসূতি বিশেষজ্ঞ চিকিৎসক এর চেম্বারে যোগাযোগ করবেন । । । বমির জন্য tab - emistat 8 mg 1 + 1 + 1 বমি হলে দিতে পারেন । । ।,গাইনি বিশেষজ্ঞ,0.0,"ANSWER: 0

The extracted entity ""গাইনি বিশেষজ্ঞ"" (gynecologist) is mentioned in the given text. Therefore, it is not hallucinated.",,"The text mentions ""প্রসূতি বিশেষজ্ঞ চিকিৎসক"" which translates to ""obstetrician"" or ""obstetrics specialist."" The extracted entity """
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি একজন মেডিসিন অথবা কার্ডিওলজিস্ট দেখান । থাইরয়েড হরমোনের সমস্যা কারনেও এমন হতে পারে । ধন্যবাদ,মেডিসিন | কার্ডিওলজিস্ট,মেডিসিন | কার্ডিওলজিস্ট,এন্ডোক্রাইনোলজিস্ট,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি একজন এন্ডোক্রাইনোলজিস্ট অথবা কার্ডিওলজিস্ট দেখান । থাইরয়েড হরমোনের সমস্যা কারনেও এমন হতে পারে । ধন্যবাদ,মেডিসিন | কার্ডিওলজিস্ট,0.0,"ANSWER: 0

The extracted entities ""মেডিসিন"" (Medicine) and ""কার্ডিওলজিস্ট"" (Cardiologist) are mentioned in the given text.",0.0,"ANSWER: 0

The extracted entity ""মেডিসিন | কার্ডিওলজিস্ট"" (Medicine | Cardiologist) is not hallucinated with respect to the given"
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । একজিমার সুনির্দিষ্ট চিকিৎসা আছে কিন্তু নিশ্চিত হতে হবে যে একজিমা । চর্ম রোগ না দেখে চিকিৎসা দিলে ভুল চিকিৎসা হতে পারে । আপনি একজন ভাল চর্ম রোগ বিশেষজ্ঞকে দেখিয়ে চিকিৎসা নিন । ধন্যবাদ,চর্ম রোগ বিশেষজ্ঞকে,চর্ম রোগ বিশেষজ্ঞকে,অ্যালার্জি বিশেষজ্ঞকে,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । একজিমার সুনির্দিষ্ট চিকিৎসা আছে কিন্তু নিশ্চিত হতে হবে যে একজিমা । চর্ম রোগ না দেখে চিকিৎসা দিলে ভুল চিকিৎসা হতে পারে । আপনি একজন ভাল অ্যালার্জি বিশেষজ্ঞকে দেখিয়ে চিকিৎসা নিন । ধন্যবাদ,চর্ম রোগ বিশেষজ্ঞকে,0.0,"ANSWER: 0

The extracted entity ""চর্ম রোগ বিশেষজ্ঞকে"" (dermatologist) is present in the given text and is not hallucinated. The text",1.0,"ANSWER: 1

The text mentions ""ভাল অ্যালার্জি বিশেষজ্ঞকে"" (a good allergy specialist) and not ""চর্ম"
"ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । যেহেতু উনার অভিযোগ হচ্ছে কিন্তু Clinical কোন লক্ষণ পাওয়া যাচ্ছে না , ভালো হয় সশরীরে গিয়ে কোন Medicine Specialist Doctor এর পরামর্শ নিলে । তিনি প্রয়োজনীয় পরীক্ষা নিরীক্ষা করে দেখবেন কোথায় সমস্যা হচ্ছে । প্রাথমিক ভাবে উনার খাওয়া দাওয়া এবং ঘুম বিশ্রাম যেন যথেষ্ট হয় সেদিকে লক্ষ্য রাখুন । Tab Bextram GOLD - - - 0 + 1 + 0 মাল্টিভিটামিনটি আরম্ভ করতে পারেন । ধন্যবাদ । ",Medicine Specialist Doctor,Medicine Specialist Doctor,General Physician Doctor,"ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । যেহেতু উনার অভিযোগ হচ্ছে কিন্তু Clinical কোন লক্ষণ পাওয়া যাচ্ছে না , ভালো হয় সশরীরে গিয়ে কোন General Physician Doctor এর পরামর্শ নিলে । তিনি প্রয়োজনীয় পরীক্ষা নিরীক্ষা করে দেখবেন কোথায় সমস্যা হচ্ছে । প্রাথমিক ভাবে উনার খাওয়া দাওয়া এবং ঘুম বিশ্রাম যেন যথেষ্ট হয় সেদিকে লক্ষ্য রাখুন । Tab Bextram GOLD - - - 0 + 1 + 0 মাল্টিভিটামিনটি আরম্ভ করতে পারেন । ধন্যবাদ ।",Medicine Specialist Doctor,0.0,"ANSWER: 0

The term ""Medicine Specialist Doctor"" is mentioned in the text, so it is not a hallucination.",1.0,"ANSWER: 1

The text mentions a ""General Physician Doctor"" but does not mention a ""Medicine Specialist Doctor."" Therefore, the extracted entity ""Medicine Specialist Doctor"" is hallucinated."
"Thank you for your question . Follow A Proper Diet Chart , You can also Consult with a Nutritionist , Exercise Daily . Thank you . ",Nutritionist,Nutritionist,Dietitian,"Thank you for your question . Follow A Proper Diet Chart , You can also Consult with a Dietitian , Exercise Daily . Thank you .",Nutritionist,0.0,"ANSWER: 0

The extracted entity ""Nutritionist"" is mentioned in the given text: ""You can also Consult with a Nutritionist."" Therefore, it is not hallucinated.",1.0,"ANSWER: 1

The text mentions a ""Dietitian"" but not a ""Nutritionist."" While a dietitian and a nutritionist can have overlapping roles, they are distinct professions. Therefore, the extracted entity ""Nutritionist"
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ আপনি যে তথ্য দিয়েছেন তা পর্যাপ্ত নয় । ঔষধ খাওয়াতে থাকুন । Dialysis লাগতে পারে আপনি একজন Nephrologist এর পরামর্শ নিতে পারেন । ধন্যবাদ,Nephrologist,Nephrologist,Urologist,ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ আপনি যে তথ্য দিয়েছেন তা পর্যাপ্ত নয় । ঔষধ খাওয়াতে থাকুন । Dialysis লাগতে পারে আপনি একজন Urologist এর পরামর্শ নিতে পারেন । ধন্যবাদ,Nephrologist,0.0,"ANSWER: 0

The term ""Nephrologist"" is mentioned in the given text, so the extracted entity is not hallucinated.",1.0,"ANSWER: 1

The text mentions ""Urologist"" and not ""Nephrologist."" Therefore, the extracted entity ""Nephrologist"" is hallucinated."
